,0,buy Signal
2021-08-30,138611204,Buy
2021-08-30,138638596,Buy
2021-08-30,138693124,Buy
2021-08-30,138768900,Buy
2021-08-30,138937860,Buy
2021-08-30,136325636,Buy
2021-08-30,136376324,Buy
2021-08-30,136422404,Buy
2021-08-30,136472580,Buy
2021-08-30,139074052,Buy
2021-08-30,136911108,Buy
2021-08-30,138049028,Buy
2021-08-30,138099204,Buy
2021-09-06,128017156,Buy
2021-09-06,128060932,Buy
2021-09-06,128063236,Buy
2021-09-06,128099076,Buy
2021-09-06,128122116,Buy
2021-09-06,128147204,Buy
2021-09-06,129465860,Buy
2021-09-06,132896260,Buy
2021-09-06,4524801,Buy
2021-09-06,138418948,Buy
2021-09-06,134714116,Buy
2021-09-06,138611204,Buy
2021-09-06,138638596,Buy
2021-09-06,138918148,Buy
2021-09-06,138937860,Buy
2021-09-06,138944516,Buy
2021-09-06,139069444,Buy
2021-09-06,136321284,Buy
2021-09-06,136376324,Buy
2021-09-06,136406788,Buy
2021-09-06,136435972,Buy
2021-09-06,136472580,Buy
2021-09-06,136516356,Buy
2021-09-06,136519172,Buy
2021-09-06,136911108,Buy
2021-09-06,138099204,Buy
2021-09-13,145920260,Buy
2021-09-13,128010500,Buy
2021-09-13,128017156,Buy
2021-09-13,128027140,Buy
2021-09-13,128046596,Buy
2021-09-13,128072964,Buy
2021-09-13,128135684,Buy
2021-09-13,139062276,Buy
2021-09-13,129417476,Buy
2021-09-13,132396548,Buy
2021-09-13,132450564,Buy
2021-09-13,133969668,Buy
2021-09-13,133989892,Buy
2021-09-13,136310020,Buy
2021-09-13,136321284,Buy
2021-09-13,136357892,Buy
2021-09-13,136379908,Buy
2021-09-13,136400388,Buy
2021-09-13,136516356,Buy
2021-09-20,145920260,Buy
2021-09-20,151046148,Buy
2021-09-20,128010500,Buy
2021-09-20,128029956,Buy
2021-09-20,128034564,Buy
2021-09-20,151074308,Buy
2021-09-20,128047108,Buy
2021-09-20,128072964,Buy
2021-09-20,128135684,Buy
2021-09-20,128171524,Buy
2021-09-20,128176644,Buy
2021-09-20,134202884,Buy
2021-09-20,135741188,Buy
2021-09-20,135989508,Buy
2021-09-20,136357892,Buy
2021-09-20,136596740,Buy
2021-09-20,138252036,Buy
2021-09-27,128026372,Buy
2021-09-27,128027908,Buy
2021-09-27,128028164,Buy
2021-09-27,128061700,Buy
2021-09-27,128133124,Buy
2021-09-27,134044164,Buy
2021-09-27,134202884,Buy
2021-09-27,136228868,Buy
2021-09-27,136237572,Buy
2021-09-27,136310020,Buy
2021-09-27,136314116,Buy
2021-09-27,136320004,Buy
2021-09-27,136333572,Buy
2021-09-27,136379908,Buy
2021-09-27,136394244,Buy
2021-09-27,136511492,Buy
2021-09-27,136536068,Buy
2021-09-27,136580868,Buy
2021-09-27,139073796,Buy
2021-10-04,128026372,Buy
2021-10-04,128027908,Buy
2021-10-04,128028164,Buy
2021-10-04,128032260,Buy
2021-10-04,128048900,Buy
2021-10-04,128090884,Buy
2021-10-04,128120068,Buy
2021-10-04,128596484,Buy
2021-10-04,129078276,Buy
2021-10-04,129637124,Buy
2021-10-04,130430980,Buy
2021-10-04,132428804,Buy
2021-10-04,132437508,Buy
2021-10-04,133704964,Buy
2021-10-04,135698692,Buy
2021-10-04,138535172,Buy
2021-10-04,138545924,Buy
2021-10-04,136228868,Buy
2021-10-04,136237572,Buy
2021-10-04,136245764,Buy
2021-10-04,136265220,Buy
2021-10-04,136293124,Buy
2021-10-04,136310020,Buy
2021-10-04,136314116,Buy
2021-10-04,136320004,Buy
2021-10-04,136352516,Buy
2021-10-04,136362756,Buy
2021-10-04,136394244,Buy
2021-10-04,136429572,Buy
2021-10-04,136431876,Buy
2021-10-04,136437764,Buy
2021-10-04,136511492,Buy
2021-10-04,136515076,Buy
2021-10-04,136517380,Buy
2021-10-04,136536068,Buy
2021-10-04,136580868,Buy
2021-10-04,139073796,Buy
2021-10-04,139075844,Buy
2021-10-04,138211588,Buy
2021-10-11,128032260,Buy
2021-10-11,128048132,Buy
2021-10-11,128048900,Buy
2021-10-11,128090884,Buy
2021-10-11,128294404,Buy
2021-10-11,129282564,Buy
2021-10-11,401921,Buy
2021-10-11,129541636,Buy
2021-10-11,129637124,Buy
2021-10-11,129923588,Buy
2021-10-11,130430980,Buy
2021-10-11,133705476,Buy
2021-10-11,134046212,Buy
2021-10-11,138414084,Buy
2021-10-11,134860036,Buy
2021-10-11,138535172,Buy
2021-10-11,138545924,Buy
2021-10-11,136046340,Buy
2021-10-11,136279812,Buy
2021-10-11,136352516,Buy
2021-10-11,136362756,Buy
2021-10-11,136429572,Buy
2021-10-11,136442116,Buy
2021-10-11,136472580,Buy
2021-10-11,136483076,Buy
2021-10-11,136489476,Buy
2021-10-11,136517380,Buy
2021-10-11,138190596,Buy
2021-10-11,138211588,Buy
2021-10-18,128047876,Buy
2021-10-18,130871812,Buy
2021-10-18,133705476,Buy
2021-10-18,134860036,Buy
2021-10-18,558849,Buy
2021-10-18,136279812,Buy
2021-10-18,136326404,Buy
2021-10-25,128047876,Dont Buy
2021-10-25,128066564,Buy
2021-10-25,129993988,Buy
2021-10-25,134332164,Buy
2021-10-25,136323844,Buy
2021-11-01,128024580,Buy
2021-11-01,128064772,Buy
2021-11-01,128168964,Buy
2021-11-01,136280324,Buy
2021-11-01,136642052,Buy
2021-11-01,137941764,Buy
2021-11-01,138122756,Buy
2021-11-08,128077828,Buy
2021-11-08,128086532,Buy
2021-11-08,128168964,Buy
2021-11-08,129331204,Buy
2021-11-08,131089924,Buy
2021-11-08,133650948,Buy
2021-11-08,134201860,Buy
2021-11-08,138406148,Buy
2021-11-08,138413572,Buy
2021-11-08,138436612,Buy
2021-11-08,135730948,Buy
2021-11-08,136280324,Buy
2021-11-08,136429572,Buy
2021-11-08,136441860,Buy
2021-11-08,136483332,Buy
2021-11-08,136521220,Buy
2021-11-08,136856836,Buy
2021-11-08,2695681,Buy
2021-11-08,137941764,Buy
2021-11-08,138122756,Buy
2021-11-15,128072964,Buy
2021-11-15,128077828,Buy
2021-11-15,128372484,Buy
2021-11-15,130527748,Buy
2021-11-15,132404740,Buy
2021-11-15,132489220,Buy
2021-11-15,133148932,Buy
2021-11-15,133650948,Buy
2021-11-15,138412292,Buy
2021-11-15,135773956,Buy
2021-11-15,136398852,Buy
2021-11-15,136407812,Buy
2021-11-15,136516868,Buy
2021-11-15,136521220,Buy
2021-11-15,2695681,Buy
2021-11-22,128022276,Buy
2021-11-22,128107524,Buy
2021-11-22,128372484,Dont Buy
2021-11-22,129745924,Buy
2021-11-22,130527748,Buy
2021-11-22,132489220,Buy
2021-11-22,134001924,Buy
2021-11-22,136132612,Buy
2021-11-22,136398852,Buy
2021-11-22,136460036,Buy
2021-11-22,136594692,Buy
2021-11-22,137161988,Buy
2021-11-29,128775940,Buy
2021-11-29,134068228,Buy
2021-11-29,134286852,Buy
2021-11-29,138416900,Buy
2021-11-29,136132612,Buy
2021-11-29,136286724,Buy
2021-11-29,136515076,Buy
2021-11-29,136594692,Buy
2021-11-29,137161988,Buy
2021-11-29,138087428,Buy
2021-12-06,128032772,Buy
2021-12-06,128052996,Buy
2021-12-06,128073732,Buy
2021-12-06,128123652,Buy
2021-12-06,129484804,Buy
2021-12-06,2910465,Buy
2021-12-06,130324228,Buy
2021-12-06,131132676,Buy
2021-12-06,131424516,Buy
2021-12-06,132896260,Buy
2021-12-06,133684484,Buy
2021-12-06,643329,Buy
2021-12-06,138470404,Buy
2021-12-06,135709956,Buy
2021-12-06,135772932,Buy
2021-12-06,207105,Buy
2021-12-06,135822084,Buy
2021-12-06,136285700,Buy
2021-12-06,136286724,Buy
2021-12-06,136291332,Buy
2021-12-06,136315396,Buy
2021-12-06,136333572,Buy
2021-12-06,136363524,Buy
2021-12-06,136376068,Buy
2021-12-06,136485380,Buy
2021-12-13,128005124,Buy
2021-12-13,128007940,Buy
2021-12-13,128084740,Buy
2021-12-13,128793860,Buy
2021-12-13,128847364,Buy
2021-12-13,129041156,Buy
2021-12-13,130279940,Buy
2021-12-13,138414084,Buy
2021-12-13,134325508,Buy
2021-12-13,138421764,Buy
2021-12-13,135709956,Dont Buy
2021-12-13,135772932,Buy
2021-12-13,138987268,Buy
2021-12-13,136293124,Buy
2021-12-13,136376068,Dont Buy
2021-12-13,136392452,Buy
2021-12-13,136429316,Buy
2021-12-13,136429572,Buy
2021-12-13,136485380,Dont Buy
2021-12-13,136723460,Buy
2021-12-13,138274820,Buy
2021-12-20,128007940,Buy
2021-12-20,151055876,Buy
2021-12-20,128847364,Buy
2021-12-20,129041156,Buy
2021-12-20,130926340,Buy
2021-12-20,134148868,Buy
2021-12-20,138414084,Buy
2021-12-20,134315268,Buy
2021-12-20,138465028,Buy
2021-12-20,136392452,Buy
2021-12-27,128008196,Buy
2021-12-27,128009732,Buy
2021-12-27,128022276,Buy
2021-12-27,128032772,Buy
2021-12-27,128048900,Buy
2021-12-27,128065796,Buy
2021-12-27,128077316,Buy
2021-12-27,128086788,Buy
2021-12-27,2891009,Buy
2021-12-27,129078276,Buy
2021-12-27,129687044,Buy
2021-12-27,129777412,Buy
2021-12-27,129975556,Buy
2021-12-27,132396548,Buy
2021-12-27,138406148,Buy
2021-12-27,134327044,Buy
2021-12-27,999937,Buy
2021-12-27,134352900,Buy
2021-12-27,134700292,Buy
2021-12-27,138438148,Buy
2021-12-27,135989508,Buy
2021-12-27,136263940,Buy
2021-12-27,136269060,Buy
2021-12-27,136276740,Buy
2021-12-27,136361220,Buy
2021-12-27,136361732,Buy
2021-12-27,136415236,Buy
2021-12-27,136418308,Buy
2021-12-27,136422148,Buy
2021-12-27,136531460,Buy
2021-12-27,136783108,Buy
2022-01-03,128006916,Buy
2022-01-03,128008196,Buy
2022-01-03,128008708,Buy
2022-01-03,128009732,Buy
2022-01-03,151056900,Buy
2022-01-03,128024836,Buy
2022-01-03,151062020,Buy
2022-01-03,128029956,Buy
2022-01-03,128030468,Buy
2022-01-03,151074308,Buy
2022-01-03,128048900,Buy
2022-01-03,128061700,Buy
2022-01-03,128076804,Buy
2022-01-03,128086788,Buy
2022-01-03,2891009,Buy
2022-01-03,128120068,Buy
2022-01-03,128165124,Buy
2022-01-03,128535044,Buy
2022-01-03,128558084,Buy
2022-01-03,129078276,Buy
2022-01-03,129461764,Buy
2022-01-03,129596164,Buy
2022-01-03,129732356,Buy
2022-01-03,130824708,Buy
2022-01-03,131330564,Buy
2022-01-03,132355844,Buy
2022-01-03,132396548,Buy
2022-01-03,4854273,Buy
2022-01-03,133684484,Buy
2022-01-03,133702404,Buy
2022-01-03,133969668,Buy
2022-01-03,134049284,Buy
2022-01-03,134202884,Buy
2022-01-03,138396420,Buy
2022-01-03,138387204,Buy
2022-01-03,134352900,Buy
2022-01-03,134353924,Buy
2022-01-03,134714116,Buy
2022-01-03,134812676,Buy
2022-01-03,3579393,Buy
2022-01-03,138438660,Buy
2022-01-03,138438148,Buy
2022-01-03,135682820,Buy
2022-01-03,135730948,Buy
2022-01-03,138748932,Buy
2022-01-03,135989508,Buy
2022-01-03,136046340,Buy
2022-01-03,138983428,Buy
2022-01-03,136264964,Buy
2022-01-03,136269060,Buy
2022-01-03,136272132,Buy
2022-01-03,136327172,Buy
2022-01-03,136334084,Buy
2022-01-03,136415236,Buy
2022-01-03,136433668,Buy
2022-01-03,136439300,Buy
2022-01-03,136442372,Buy
2022-01-03,136475140,Buy
2022-01-03,136491012,Buy
2022-01-03,136517380,Buy
2022-01-03,136531460,Buy
2022-01-03,136536068,Buy
2022-01-03,136589316,Buy
2022-01-03,136783108,Buy
2022-01-03,136804356,Buy
2022-01-03,138035460,Buy
2022-01-03,138188548,Buy
2022-01-10,128006916,Buy
2022-01-10,128013316,Dont Buy
2022-01-10,151058692,Buy
2022-01-10,128024836,Buy
2022-01-10,151062020,Buy
2022-01-10,128043780,Buy
2022-01-10,128047108,Buy
2022-01-10,128047876,Buy
2022-01-10,128061700,Buy
2022-01-10,128062212,Buy
2022-01-10,128068612,Buy
2022-01-10,128069380,Buy
2022-01-10,128075268,Buy
2022-01-10,128076804,Buy
2022-01-10,128104964,Buy
2022-01-10,128105476,Buy
2022-01-10,128120068,Buy
2022-01-10,128165124,Buy
2022-01-10,128333060,Buy
2022-01-10,128558084,Buy
2022-01-10,129331204,Buy
2022-01-10,129461764,Buy
2022-01-10,129732356,Buy
2022-01-10,130256388,Buy
2022-01-10,132428804,Buy
2022-01-10,4854273,Buy
2022-01-10,133122052,Buy
2022-01-10,133640708,Buy
2022-01-10,961793,Buy
2022-01-10,133969668,Buy
2022-01-10,133981956,Buy
2022-01-10,133986564,Buy
2022-01-10,134049284,Buy
2022-01-10,138396420,Buy
2022-01-10,138392324,Buy
2022-01-10,134714116,Buy
2022-01-10,134842628,Buy
2022-01-10,3579393,Buy
2022-01-10,135741188,Buy
2022-01-10,138535172,Buy
2022-01-10,138535428,Buy
2022-01-10,138582020,Buy
2022-01-10,2395137,Buy
2022-01-10,138949892,Buy
2022-01-10,138983428,Buy
2022-01-10,139024388,Buy
2022-01-10,139068164,Buy
2022-01-10,136245508,Buy
2022-01-10,136257540,Buy
2022-01-10,136272132,Buy
2022-01-10,136291844,Buy
2022-01-10,136304644,Buy
2022-01-10,136326916,Buy
2022-01-10,136333572,Buy
2022-01-10,136334084,Buy
2022-01-10,136368388,Buy
2022-01-10,136405508,Buy
2022-01-10,136433668,Buy
2022-01-10,136442372,Buy
2022-01-10,136487684,Buy
2022-01-10,136489476,Buy
2022-01-10,136491012,Buy
2022-01-10,136739588,Buy
2022-01-10,139078916,Buy
2022-01-10,139089156,Buy
2022-01-10,138035460,Buy
2022-01-10,138286084,Buy
2022-01-17,128010756,Dont Buy
2022-01-17,128011012,Buy
2022-01-17,128022020,Buy
2022-01-17,151058692,Dont Buy
2022-01-17,128043780,Buy
2022-01-17,128046596,Buy
2022-01-17,128047108,Buy
2022-01-17,128103428,Buy
2022-01-17,128751876,Buy
2022-01-17,129273092,Buy
2022-01-17,133640708,Dont Buy
2022-01-17,133705476,Buy
2022-01-17,138412292,Buy
2022-01-17,134868228,Dont Buy
2022-01-17,138535172,Buy
2022-01-17,138535428,Buy
2022-01-17,138875908,Buy
2022-01-17,139024388,Buy
2022-01-17,136233476,Buy
2022-01-17,136257540,Dont Buy
2022-01-17,136368388,Buy
2022-01-17,136432644,Dont Buy
2022-01-17,139072516,Buy
2022-01-17,139076100,Buy
2022-01-17,138286084,Buy
2022-01-24,128046596,Buy
2022-01-24,129273092,Buy
2022-01-24,133940996,Buy
2022-01-24,138412292,Buy
2022-01-24,139092996,Buy
2022-01-31,128113668,Buy
2022-01-31,128147204,Buy
2022-01-31,128224004,Buy
2022-01-31,128596484,Buy
2022-01-31,129703684,Buy
2022-01-31,133920516,Buy
2022-01-31,138392324,Buy
2022-01-31,138545924,Buy
2022-01-31,138555652,Buy
2022-01-31,138987524,Buy
2022-01-31,136230148,Buy
2022-01-31,136379908,Buy
2022-01-31,136383492,Buy
2022-01-31,136387076,Dont Buy
2022-01-31,136400388,Buy
2022-01-31,136442116,Buy
2022-01-31,139078916,Buy
2022-01-31,138152452,Buy
2022-02-07,138296836,Buy
2022-02-07,151059972,Buy
2022-02-07,128120324,Buy
2022-02-07,128166404,Buy
2022-02-07,128224004,Dont Buy
2022-02-07,129541636,Buy
2022-02-07,129703684,Dont Buy
2022-02-07,133920516,Dont Buy
2022-02-07,134349828,Buy
2022-02-07,134750980,Buy
2022-02-07,134862596,Buy
2022-02-07,135714564,Buy
2022-02-07,136045060,Dont Buy
2022-02-07,138987524,Dont Buy
2022-02-07,136483076,Dont Buy
2022-02-07,136485892,Buy
2022-02-07,136739588,Buy
2022-02-07,137796612,Buy
2022-02-07,138098692,Buy
2022-02-14,128037892,Buy
2022-02-14,129541636,Buy
2022-02-14,133148420,Buy
2022-02-14,134862596,Dont Buy
2022-02-14,136066052,Buy
2022-02-14,138098692,Buy
2022-02-21,136474628,Buy
2022-02-28,128012548,Buy
2022-02-28,128224004,Buy
2022-02-28,136231684,Buy
2022-02-28,136474628,Dont Buy
2022-03-07,128012548,Buy
2022-03-07,128034052,Buy
2022-03-07,128053508,Buy
2022-03-07,128058372,Buy
2022-03-07,128212484,Buy
2022-03-07,128224004,Buy
2022-03-07,129555460,Buy
2022-03-07,132450564,Buy
2022-03-07,134068228,Buy
2022-03-07,5420545,Buy
2022-03-07,135714564,Buy
2022-03-07,138675204,Buy
2022-03-07,135927044,Buy
2022-03-07,136231684,Buy
2022-03-07,136233732,Buy
2022-03-07,136329988,Buy
2022-03-07,136421892,Buy
2022-03-07,136427780,Buy
2022-03-07,136460036,Buy
2022-03-07,136491012,Buy
2022-03-07,139086852,Buy
2022-03-07,137941764,Buy
2022-03-14,128028676,Buy
2022-03-14,128034052,Buy
2022-03-14,128053508,Buy
2022-03-14,128058116,Buy
2022-03-14,128083204,Buy
2022-03-14,128084740,Buy
2022-03-14,128212484,Buy
2022-03-14,128215044,Buy
2022-03-14,128619524,Buy
2022-03-14,129555460,Buy
2022-03-14,131089924,Buy
2022-03-14,134167300,Buy
2022-03-14,5420545,Buy
2022-03-14,135714564,Buy
2022-03-14,138535172,Buy
2022-03-14,138675204,Buy
2022-03-14,135927044,Buy
2022-03-14,136100356,Buy
2022-03-14,136247044,Dont Buy
2022-03-14,2674433,Buy
2022-03-14,136329988,Buy
2022-03-14,136385796,Buy
2022-03-14,136422148,Buy
2022-03-14,136429060,Buy
2022-03-14,136439556,Buy
2022-03-14,136443652,Buy
2022-03-14,136460036,Buy
2022-03-14,136953860,Buy
2022-03-14,139084548,Buy
2022-03-14,139094020,Buy
2022-03-14,137941764,Buy
2022-03-21,128010756,Buy
2022-03-21,128058116,Dont Buy
2022-03-21,128083204,Buy
2022-03-21,128105476,Buy
2022-03-21,128215044,Buy
2022-03-21,128535044,Buy
2022-03-21,128793604,Buy
2022-03-21,129687044,Buy
2022-03-21,131089924,Buy
2022-03-21,134167300,Buy
2022-03-21,138396420,Buy
2022-03-21,134314756,Buy
2022-03-21,134349828,Buy
2022-03-21,138535172,Buy
2022-03-21,136286212,Buy
2022-03-21,136024068,Buy
2022-03-21,136286980,Buy
2022-03-21,136385796,Buy
2022-03-21,136392452,Buy
2022-03-21,136399620,Buy
2022-03-21,136407812,Buy
2022-03-21,136429060,Dont Buy
2022-03-21,139084548,Buy
2022-03-21,139092740,Buy
2022-03-21,139094020,Buy
2022-03-21,138117892,Buy
2022-03-28,128010500,Buy
2022-03-28,128038404,Buy
2022-03-28,128046084,Buy
2022-03-28,128125444,Buy
2022-03-28,128186884,Buy
2022-03-28,128333060,Buy
2022-03-28,128535044,Buy
2022-03-28,129370884,Buy
2022-03-28,129417476,Buy
2022-03-28,5105409,Buy
2022-03-28,129687044,Buy
2022-03-28,129694212,Buy
2022-03-28,129916932,Buy
2022-03-28,130926340,Buy
2022-03-28,134148868,Buy
2022-03-28,134315268,Buy
2022-03-28,134349828,Buy
2022-03-28,134860036,Buy
2022-03-28,138489604,Buy
2022-03-28,135741188,Buy
2022-03-28,138788100,Buy
2022-03-28,136286212,Buy
2022-03-28,136024068,Buy
2022-03-28,136132612,Buy
2022-03-28,136228868,Buy
2022-03-28,136233732,Buy
2022-03-28,136269060,Buy
2022-03-28,136286980,Buy
2022-03-28,136327172,Buy
2022-03-28,136376068,Buy
2022-03-28,136379652,Buy
2022-03-28,136396292,Buy
2022-03-28,136407812,Buy
2022-03-28,136422404,Buy
2022-03-28,139074308,Buy
2022-03-28,139078660,Buy
2022-03-28,139092740,Buy
2022-03-28,139097348,Buy
2022-03-28,138117892,Buy
2022-04-04,151041540,Buy
2022-04-04,128008196,Buy
2022-04-04,128010500,Buy
2022-04-04,128012292,Buy
2022-04-04,128021508,Buy
2022-04-04,128027652,Buy
2022-04-04,128027908,Buy
2022-04-04,128028932,Buy
2022-04-04,128029700,Buy
2022-04-04,128031748,Buy
2022-04-04,128038404,Buy
2022-04-04,128046852,Buy
2022-04-04,128060164,Buy
2022-04-04,128064772,Buy
2022-04-04,128068100,Buy
2022-04-04,128076804,Buy
2022-04-04,128090884,Buy
2022-04-04,128123652,Buy
2022-04-04,128125444,Buy
2022-04-04,128133124,Buy
2022-04-04,128186884,Buy
2022-04-04,128224772,Buy
2022-04-04,128333060,Buy
2022-04-04,128558084,Buy
2022-04-04,139062276,Buy
2022-04-04,128751876,Buy
2022-04-04,128775940,Buy
2022-04-04,129052676,Buy
2022-04-04,129078276,Buy
2022-04-04,129331204,Buy
2022-04-04,401921,Buy
2022-04-04,129459204,Buy
2022-04-04,129461764,Buy
2022-04-04,129484804,Buy
2022-04-04,129732356,Buy
2022-04-04,129745924,Buy
2022-04-04,129975556,Buy
2022-04-04,131117828,Buy
2022-04-04,131439108,Buy
2022-04-04,132428804,Buy
2022-04-04,132442628,Buy
2022-04-04,132910852,Buy
2022-04-04,133705476,Buy
2022-04-04,133940996,Buy
2022-04-04,134001924,Buy
2022-04-04,134233092,Buy
2022-04-04,134244868,Buy
2022-04-04,134247428,Buy
2022-04-04,138392324,Buy
2022-04-04,134700292,Buy
2022-04-04,134860036,Buy
2022-04-04,134898436,Buy
2022-04-04,135681796,Buy
2022-04-04,138465028,Buy
2022-04-04,138489604,Buy
2022-04-04,135822084,Buy
2022-04-04,138643972,Buy
2022-04-04,138788100,Buy
2022-04-04,135935748,Buy
2022-04-04,135966724,Buy
2022-04-04,2395137,Buy
2022-04-04,138918148,Buy
2022-04-04,138946564,Buy
2022-04-04,136132612,Buy
2022-04-04,138984196,Buy
2022-04-04,136228868,Buy
2022-04-04,139068676,Buy
2022-04-04,136237572,Buy
2022-04-04,136245764,Buy
2022-04-04,136269060,Buy
2022-04-04,136280324,Buy
2022-04-04,136294404,Buy
2022-04-04,136313604,Buy
2022-04-04,136318212,Buy
2022-04-04,136323844,Buy
2022-04-04,136326916,Buy
2022-04-04,136328196,Buy
2022-04-04,136354820,Buy
2022-04-04,136357892,Buy
2022-04-04,136376068,Buy
2022-04-04,136377860,Buy
2022-04-04,136379652,Buy
2022-04-04,136389636,Buy
2022-04-04,136406788,Buy
2022-04-04,136411140,Buy
2022-04-04,136418308,Buy
2022-04-04,136426244,Buy
2022-04-04,136433668,Buy
2022-04-04,136435972,Buy
2022-04-04,136441860,Buy
2022-04-04,136473092,Buy
2022-04-04,136483076,Buy
2022-04-04,136523012,Buy
2022-04-04,136525316,Buy
2022-04-04,136534788,Buy
2022-04-04,136536068,Buy
2022-04-04,139070212,Buy
2022-04-04,136804356,Buy
2022-04-04,136911108,Buy
2022-04-04,139079172,Buy
2022-04-04,139097348,Buy
2022-04-04,139101956,Buy
2022-04-04,138099204,Buy
2022-04-04,138210052,Buy
2022-04-04,138228996,Buy
2022-04-04,138274820,Buy
2022-04-11,151041540,Buy
2022-04-11,128008196,Buy
2022-04-11,128021508,Buy
2022-04-11,128027908,Buy
2022-04-11,128029700,Buy
2022-04-11,128060164,Buy
2022-04-11,128064004,Buy
2022-04-11,128075268,Buy
2022-04-11,128076804,Buy
2022-04-11,128090884,Buy
2022-04-11,128104964,Buy
2022-04-11,128123652,Buy
2022-04-11,128224772,Buy
2022-04-11,128558084,Buy
2022-04-11,128775940,Buy
2022-04-11,128975620,Buy
2022-04-11,129273092,Buy
2022-04-11,129459204,Buy
2022-04-11,129484804,Buy
2022-04-11,129975556,Buy
2022-04-11,131132676,Buy
2022-04-11,131417348,Buy
2022-04-11,131439108,Buy
2022-04-11,131643908,Buy
2022-04-11,132428804,Buy
2022-04-11,132910852,Buy
2022-04-11,133940996,Buy
2022-04-11,133969668,Buy
2022-04-11,133970692,Buy
2022-04-11,133991684,Buy
2022-04-11,134041092,Buy
2022-04-11,134233092,Buy
2022-04-11,134244868,Buy
2022-04-11,134247428,Buy
2022-04-11,134700292,Buy
2022-04-11,135681796,Buy
2022-04-11,138444036,Buy
2022-04-11,138465028,Buy
2022-04-11,138500868,Buy
2022-04-11,558849,Buy
2022-04-11,135935748,Buy
2022-04-11,2395137,Buy
2022-04-11,138946308,Buy
2022-04-11,3676417,Buy
2022-04-11,138984196,Buy
2022-04-11,136245764,Buy
2022-04-11,136281348,Buy
2022-04-11,136302084,Buy
2022-04-11,136322308,Buy
2022-04-11,136323844,Buy
2022-04-11,136328196,Buy
2022-04-11,136354820,Buy
2022-04-11,136357892,Buy
2022-04-11,136358916,Buy
2022-04-11,136377860,Buy
2022-04-11,136379396,Buy
2022-04-11,136389636,Buy
2022-04-11,136391428,Buy
2022-04-11,136398084,Buy
2022-04-11,136406788,Buy
2022-04-11,136411140,Buy
2022-04-11,136418308,Buy
2022-04-11,136433668,Buy
2022-04-11,136441860,Buy
2022-04-11,136473092,Buy
2022-04-11,136483076,Buy
2022-04-11,136516868,Buy
2022-04-11,136525572,Buy
2022-04-11,136526340,Buy
2022-04-11,136589316,Buy
2022-04-11,136804356,Buy
2022-04-11,139079172,Buy
2022-04-11,137125892,Buy
2022-04-11,139087620,Buy
2022-04-11,139101956,Buy
2022-04-11,137942020,Buy
2022-04-11,138061060,Buy
2022-04-11,138099204,Buy
2022-04-11,138210052,Buy
