,0,buy Signal
2022-12-05,136456452,Buy
2022-12-05,136474628,Buy
2022-12-05,136489476,Buy
2022-12-05,136515332,Buy
2022-12-05,136517380,Buy
2022-12-05,136895492,Buy
2022-12-05,139081476,Buy
2022-12-05,139094020,Buy
2022-12-05,139103748,Buy
2022-12-05,139115268,Buy
2022-12-05,138099204,Buy
2022-12-12,128007940,Buy
2022-12-12,128021508,Buy
2022-12-12,128052996,Buy
2022-12-12,128140804,Buy
2022-12-12,128176644,Buy
2022-12-12,129993988,Buy
2022-12-12,131333892,Buy
2022-12-12,139144196,Buy
2022-12-12,134004996,Buy
2022-12-12,139055876,Buy
2022-12-12,136361220,Buy
2022-12-12,136420100,Buy
2022-12-12,139103748,Buy
2022-12-12,138099204,Buy
2022-12-26,151059972,Buy
2022-12-26,132437508,Buy
2022-12-26,134144004,Buy
2022-12-26,2916865,Buy
2022-12-26,134881540,Buy
2022-12-26,134912260,Buy
2022-12-26,136233732,Buy
2023-01-02,128013316,Buy
2023-01-02,129329156,Buy
2023-01-02,132437508,Buy
2023-01-02,134749956,Buy
2023-01-02,134881540,Buy
2023-01-02,134912260,Buy
2023-01-02,138582020,Buy
2023-01-02,138869764,Buy
2023-01-09,151043332,Buy
2023-01-09,128028164,Buy
2023-01-09,128333060,Buy
2023-01-09,129329156,Buy
2023-01-09,134044164,Buy
2023-01-09,136370692,Buy
2023-01-09,1316353,Dont Buy
2023-01-16,128028164,Buy
2023-01-16,129385476,Buy
2023-01-16,136421892,Buy
2023-01-16,136473092,Buy
2023-01-16,139089156,Buy
2023-01-16,138188548,Buy
2023-01-23,128224004,Buy
2023-01-23,133707524,Buy
2023-01-23,136421892,Dont Buy
2023-01-23,136442116,Buy
2023-01-23,136473092,Buy
2023-01-23,139084804,Buy
2023-01-30,128047876,Buy
2023-01-30,128122116,Buy
2023-01-30,128224004,Buy
2023-01-30,128596484,Buy
2023-01-30,129555460,Buy
2023-01-30,130878212,Buy
2023-01-30,133707524,Buy
2023-01-30,134071300,Buy
2023-01-30,138573060,Buy
2023-01-30,138748932,Buy
2023-01-30,138854148,Buy
2023-01-30,138946564,Buy
2023-01-30,136171780,Buy
2023-01-30,136320004,Buy
2023-01-30,136366852,Buy
2023-01-30,136442116,Buy
2023-02-06,128000516,Buy
2023-02-06,128047876,Buy
2023-02-06,128061700,Buy
2023-02-06,128105220,Buy
2023-02-06,128147204,Buy
2023-02-06,128217604,Buy
2023-02-06,128364804,Buy
2023-02-06,128596484,Buy
2023-02-06,129273092,Buy
2023-02-06,1191937,Buy
2023-02-06,131386372,Buy
2023-02-06,132362500,Buy
2023-02-06,133695748,Buy
2023-02-06,133989124,Buy
2023-02-06,133989892,Buy
2023-02-06,138573060,Buy
2023-02-06,138748932,Buy
2023-02-06,136171780,Buy
2023-02-06,136272132,Buy
2023-02-06,136321028,Buy
2023-02-06,136385796,Buy
2023-02-06,136456452,Buy
2023-02-06,136485380,Buy
2023-02-06,137796612,Buy
2023-02-06,139093252,Buy
2023-02-06,139107844,Buy
2023-02-06,139109380,Buy
2023-02-06,137941764,Buy
2023-02-06,138117892,Buy
2023-02-06,138241284,Buy
2023-02-13,128000516,Buy
2023-02-13,128047620,Buy
2023-02-13,128053764,Buy
2023-02-13,128061700,Buy
2023-02-13,128063748,Buy
2023-02-13,128064260,Buy
2023-02-13,128147204,Buy
2023-02-13,129459204,Buy
2023-02-13,129482244,Buy
2023-02-13,130270468,Buy
2023-02-13,131089924,Buy
2023-02-13,1191937,Buy
2023-02-13,131386372,Buy
2023-02-13,132362500,Buy
2023-02-13,133660932,Buy
2023-02-13,133695748,Buy
2023-02-13,133986564,Buy
2023-02-13,133989892,Buy
2023-02-13,134052356,Buy
2023-02-13,134167300,Buy
2023-02-13,134286852,Buy
2023-02-13,134349828,Buy
2023-02-13,138419460,Buy
2023-02-13,138535428,Buy
2023-02-13,136231940,Buy
2023-02-13,136267780,Buy
2023-02-13,136356868,Buy
2023-02-13,3433985,Buy
2023-02-13,136385284,Buy
2023-02-13,136398852,Buy
2023-02-13,136485380,Buy
2023-02-13,139091204,Buy
2023-02-13,137796612,Buy
2023-02-13,139107844,Buy
2023-02-13,139109380,Buy
2023-02-13,137914884,Buy
2023-02-13,137941764,Buy
2023-02-13,138061316,Buy
2023-02-13,138117892,Buy
2023-02-20,128047620,Buy
2023-02-20,128053764,Buy
2023-02-20,128072964,Buy
2023-02-20,129459204,Dont Buy
2023-02-20,129482244,Buy
2023-02-20,131089924,Dont Buy
2023-02-20,134167300,Buy
2023-02-20,134349828,Buy
2023-02-20,138432004,Buy
2023-02-20,138532612,Buy
2023-02-20,138535428,Buy
2023-02-20,136132612,Buy
2023-02-20,139055876,Buy
2023-02-20,136231940,Buy
2023-02-20,136267780,Buy
2023-02-20,3433985,Dont Buy
2023-02-20,136385284,Buy
2023-02-20,136395780,Buy
2023-02-20,136474628,Buy
2023-02-20,139091204,Dont Buy
2023-02-20,2713345,Buy
2023-02-27,128099844,Buy
2023-02-27,128117508,Buy
2023-02-27,128168964,Buy
2023-02-27,128172548,Buy
2023-02-27,139143428,Buy
2023-02-27,134352900,Buy
2023-02-27,138432004,Buy
2023-02-27,138435076,Buy
2023-02-27,138470916,Buy
2023-02-27,136132612,Buy
2023-02-27,139055876,Buy
2023-02-27,136383492,Buy
2023-02-27,136395780,Buy
2023-02-27,136474628,Buy
2023-02-27,139078404,Buy
2023-02-27,139081476,Buy
2023-02-27,138014212,Buy
2023-03-06,128024836,Buy
2023-03-06,128025860,Buy
2023-03-06,128027908,Buy
2023-03-06,128030468,Buy
2023-03-06,128064004,Buy
2023-03-06,128067844,Buy
2023-03-06,128099844,Buy
2023-03-06,128172548,Buy
2023-03-06,129470468,Buy
2023-03-06,129592836,Buy
2023-03-06,129923588,Buy
2023-03-06,130426884,Buy
2023-03-06,133703940,Buy
2023-03-06,134201860,Buy
2023-03-06,138392324,Buy
2023-03-06,138435076,Buy
2023-03-06,135682820,Buy
2023-03-06,138470916,Buy
2023-03-06,138638340,Buy
2023-03-06,138745348,Buy
2023-03-06,138922244,Buy
2023-03-06,138959876,Buy
2023-03-06,136257540,Buy
2023-03-06,136276740,Buy
2023-03-06,136383492,Buy
2023-03-06,136456452,Buy
2023-03-06,136488452,Buy
2023-03-06,136783108,Buy
2023-03-06,139078404,Buy
2023-03-06,138005252,Buy
2023-03-06,138188548,Buy
2023-03-06,138252292,Buy
2023-03-13,128026628,Buy
2023-03-13,128027908,Buy
2023-03-13,128056068,Buy
2023-03-13,128140036,Buy
2023-03-13,129923588,Buy
2023-03-13,134201860,Buy
2023-03-13,135682820,Buy
2023-03-13,139064324,Buy
2023-03-13,136376068,Buy
2023-03-13,136385028,Buy
2023-03-13,136488452,Buy
2023-03-13,138188548,Buy
2023-03-13,138252292,Buy
2023-03-20,151045380,Buy
2023-03-20,128029188,Buy
2023-03-20,2910465,Buy
2023-03-20,132491268,Buy
2023-03-20,134041092,Buy
2023-03-20,136004100,Buy
2023-03-20,138973956,Buy
2023-03-20,136515076,Buy
2023-03-27,128029188,Buy
2023-03-27,128097284,Buy
2023-03-27,128158724,Buy
2023-03-27,128202244,Buy
2023-03-27,129329156,Buy
2023-03-27,2910465,Buy
2023-03-27,132491268,Buy
2023-03-27,134065668,Buy
2023-03-27,135812356,Buy
2023-03-27,136004100,Buy
2023-03-27,138973956,Buy
2023-03-27,136236548,Buy
2023-03-27,136257540,Buy
2023-03-27,136400388,Buy
2023-03-27,138061060,Buy
2023-04-03,128024836,Buy
2023-04-03,128117508,Buy
2023-04-03,139062276,Buy
2023-04-03,128775940,Buy
2023-04-03,129410308,Buy
2023-04-03,129712644,Buy
2023-04-03,130476804,Buy
2023-04-03,130824708,Buy
2023-04-03,131132676,Buy
2023-04-03,131625476,Buy
2023-04-03,131626756,Buy
2023-04-03,139161604,Buy
2023-04-03,133005316,Buy
2023-04-03,133703940,Buy
2023-04-03,134065668,Buy
2023-04-03,138444036,Buy
2023-04-03,138918148,Buy
2023-04-03,136236548,Buy
2023-04-03,247553,Buy
2023-04-03,136376324,Buy
2023-04-03,136431876,Buy
2023-04-03,136783108,Buy
2023-04-03,139071748,Buy
2023-04-03,137125892,Buy
2023-04-03,139097348,Buy
2023-04-03,138021892,Buy
2023-04-03,138061060,Buy
2023-04-03,138146820,Buy
2023-04-10,145920260,Buy
2023-04-10,128005124,Buy
2023-04-10,151046148,Buy
2023-04-10,128012548,Buy
2023-04-10,151056900,Buy
2023-04-10,128024836,Buy
2023-04-10,151062020,Buy
2023-04-10,151074308,Buy
2023-04-10,128085252,Buy
2023-04-10,128117508,Buy
2023-04-10,139062276,Buy
2023-04-10,128596484,Buy
2023-04-10,128627204,Buy
2023-04-10,128975620,Buy
2023-04-10,129331204,Buy
2023-04-10,129410308,Buy
2023-04-10,129459204,Buy
2023-04-10,129712644,Buy
2023-04-10,129916932,Buy
2023-04-10,129993988,Buy
2023-04-10,130465540,Buy
2023-04-10,130824708,Buy
2023-04-10,131625476,Buy
2023-04-10,131626756,Buy
2023-04-10,132114436,Buy
2023-04-10,139161604,Buy
2023-04-10,132489220,Buy
2023-04-10,132896260,Buy
2023-04-10,133005316,Buy
2023-04-10,133380100,Buy
2023-04-10,134025988,Buy
2023-04-10,134185988,Buy
2023-04-10,134195204,Buy
2023-04-10,138396420,Buy
2023-04-10,138412292,Buy
2023-04-10,138319620,Buy
2023-04-10,134749956,Buy
2023-04-10,134860036,Buy
2023-04-10,138436356,Buy
2023-04-10,138444036,Buy
2023-04-10,138465028,Buy
2023-04-10,138479364,Buy
2023-04-10,135773956,Buy
2023-04-10,135847684,Buy
2023-04-10,135935748,Buy
2023-04-10,136119556,Buy
2023-04-10,138984196,Buy
2023-04-10,138987268,Buy
2023-04-10,139064324,Buy
2023-04-10,247553,Buy
2023-04-10,136291844,Buy
2023-04-10,136293124,Buy
2023-04-10,136316932,Buy
2023-04-10,136326148,Buy
2023-04-10,136356356,Buy
2023-04-10,136405508,Buy
2023-04-10,136414212,Buy
2023-04-10,136418308,Buy
2023-04-10,136431876,Buy
2023-04-10,136473092,Buy
2023-04-10,136486404,Buy
2023-04-10,136488964,Buy
2023-04-10,136517892,Buy
2023-04-10,136549892,Buy
2023-04-10,136783108,Buy
2023-04-10,139071748,Buy
2023-04-10,139089412,Buy
2023-04-10,139097348,Buy
2023-04-10,139109892,Buy
2023-04-10,138021892,Buy
2023-04-10,138146820,Buy
2023-04-10,138258692,Buy
2023-04-17,128005124,Buy
2023-04-17,151046148,Buy
2023-04-17,128022020,Buy
2023-04-17,128029700,Buy
2023-04-17,151074308,Buy
2023-04-17,128047108,Buy
2023-04-17,128084484,Buy
2023-04-17,128105476,Buy
2023-04-17,128125444,Buy
2023-04-17,128215044,Buy
2023-04-17,128364804,Buy
2023-04-17,128558084,Buy
2023-04-17,128619524,Buy
2023-04-17,129382404,Buy
2023-04-17,130465540,Buy
2023-04-17,139126532,Buy
2023-04-17,132896260,Buy
2023-04-17,132910852,Buy
2023-04-17,133693700,Dont Buy
2023-04-17,134185988,Buy
2023-04-17,134195204,Buy
2023-04-17,134244868,Buy
2023-04-17,138406148,Buy
2023-04-17,138412292,Buy
2023-04-17,138319620,Buy
2023-04-17,138436356,Buy
2023-04-17,138555652,Buy
2023-04-17,135888132,Buy
2023-04-17,136076292,Buy
2023-04-17,136119556,Buy
2023-04-17,138984196,Buy
2023-04-17,136230404,Buy
2023-04-17,139068164,Buy
2023-04-17,136260612,Buy
2023-04-17,136316420,Buy
2023-04-17,136316932,Buy
2023-04-17,136332292,Buy
2023-04-17,136333572,Buy
2023-04-17,136348164,Buy
2023-04-17,136378628,Buy
2023-04-17,136400644,Buy
2023-04-17,136405508,Buy
2023-04-17,136429572,Buy
2023-04-17,136486404,Buy
2023-04-17,136486660,Buy
2023-04-17,136488964,Buy
2023-04-17,136523524,Buy
2023-04-17,136549892,Buy
2023-04-17,139072516,Buy
2023-04-17,139094020,Buy
2023-04-24,128008452,invalid
2023-04-24,128008708,invalid
2023-04-24,151047684,invalid
2023-04-24,128026372,invalid
2023-04-24,128028676,invalid
2023-04-24,128032772,invalid
2023-04-24,128046596,invalid
2023-04-24,128060164,invalid
2023-04-24,128065796,invalid
2023-04-24,128068100,invalid
2023-04-24,128068612,invalid
2023-04-24,128084484,invalid
2023-04-24,128122116,invalid
2023-04-24,128204804,invalid
2023-04-24,128211204,invalid
2023-04-24,128222724,invalid
2023-04-24,128224772,invalid
2023-04-24,128364804,invalid
2023-04-24,129320964,invalid
2023-04-24,129382404,invalid
2023-04-24,129687044,invalid
2023-04-24,139135492,invalid
2023-04-24,139144452,invalid
2023-04-24,133133060,invalid
2023-04-24,133136900,invalid
2023-04-24,133969668,invalid
2023-04-24,134052356,invalid
2023-04-24,138375684,invalid
2023-04-24,134314756,invalid
2023-04-24,3579393,invalid
2023-04-24,138545924,invalid
2023-04-24,138555652,invalid
2023-04-24,135812356,invalid
2023-04-24,138643972,invalid
2023-04-24,135888132,invalid
2023-04-24,2395137,invalid
2023-04-24,136100356,invalid
2023-04-24,139024900,invalid
2023-04-24,139068676,invalid
2023-04-24,136237572,invalid
2023-04-24,136238340,invalid
2023-04-24,136269060,invalid
2023-04-24,136308228,invalid
2023-04-24,136316420,invalid
2023-04-24,136318212,invalid
2023-04-24,136321284,invalid
2023-04-24,136326404,invalid
2023-04-24,136333572,invalid
2023-04-24,136361732,invalid
2023-04-24,136363012,invalid
2023-04-24,136388612,invalid
2023-04-24,136392452,invalid
2023-04-24,136394244,invalid
2023-04-24,136403716,invalid
2023-04-24,136409092,invalid
2023-04-24,136411140,invalid
2023-04-24,136418564,invalid
2023-04-24,136426244,invalid
2023-04-24,136428036,invalid
2023-04-24,136432644,invalid
2023-04-24,136486660,invalid
2023-04-24,136487940,invalid
2023-04-24,136493828,invalid
2023-04-24,136523524,invalid
2023-04-24,136531460,invalid
2023-04-24,136739588,invalid
2023-04-24,139070724,invalid
2023-04-24,139072516,invalid
2023-04-24,139073796,invalid
2023-04-24,139075844,invalid
2023-04-24,2695681,invalid
2023-04-24,137871876,invalid
2023-04-24,139107076,invalid
2023-04-24,139116804,invalid
2023-04-24,139117060,invalid
2023-04-24,138035460,invalid
2023-04-24,138040580,invalid
2023-04-24,138095876,invalid
2023-04-24,138269444,invalid
2023-05-02,128007940,Buy
2023-05-02,128008708,Buy
2023-05-02,151047684,Buy
2023-05-02,128013316,Buy
2023-05-02,128021764,Buy
2023-05-02,128027140,Buy
2023-05-02,128028676,Buy
2023-05-02,128029956,Buy
2023-05-02,128046596,Buy
2023-05-02,128047364,Buy
2023-05-02,128074244,Buy
2023-05-02,128122116,Buy
2023-05-02,128126724,Buy
2023-05-02,128186884,Buy
2023-05-02,128204804,Buy
2023-05-02,128222724,Buy
2023-05-02,266497,Buy
2023-05-02,129271300,Buy
2023-05-02,129320964,Buy
2023-05-02,129462788,Buy
2023-05-02,129732356,Buy
2023-05-02,130366212,Buy
2023-05-02,139133444,Buy
2023-05-02,139135492,Buy
2023-05-02,139143684,Buy
2023-05-02,139159812,Buy
2023-05-02,139178756,Buy
2023-05-02,139184388,Buy
2023-05-02,133133060,Dont Buy
2023-05-02,133969668,Buy
2023-05-02,134157060,Buy
2023-05-02,134202884,Dont Buy
2023-05-02,138375684,Buy
2023-05-02,138413572,Buy
2023-05-02,134700292,Buy
2023-05-02,138424068,Buy
2023-05-02,138433284,Buy
2023-05-02,138435076,Buy
2023-05-02,138436868,Buy
2023-05-02,138541828,Buy
2023-05-02,138545924,Buy
2023-05-02,138643972,Buy
2023-05-02,2395137,Buy
2023-05-02,138964484,Buy
2023-05-02,139066116,Buy
2023-05-02,136238340,Buy
2023-05-02,136288004,Buy
2023-05-02,136294404,Buy
2023-05-02,136318212,Buy
2023-05-02,136374788,Buy
2023-05-02,136379396,Buy
2023-05-02,136388612,Buy
2023-05-02,136402436,Buy
2023-05-02,136404996,Dont Buy
2023-05-02,136418564,Buy
2023-05-02,136426244,Buy
2023-05-02,136428036,Buy
2023-05-02,136429060,Buy
2023-05-02,136429316,Buy
2023-05-02,136483076,Buy
2023-05-02,136487684,Buy
2023-05-02,136487940,Buy
2023-05-02,136493828,Buy
2023-05-02,136506628,Buy
2023-05-02,136531460,Buy
2023-05-02,139071492,Buy
2023-05-02,139073796,Buy
2023-05-02,139075844,Buy
2023-05-02,2695681,Buy
2023-05-02,139079428,Buy
2023-05-02,137871876,Buy
2023-05-02,139107076,Buy
2023-05-02,139109636,Buy
2023-05-02,139116804,Buy
2023-05-02,138269444,Buy
2023-05-08,128007940,Buy
2023-05-08,128013316,Buy
2023-05-08,128021764,Buy
2023-05-08,151059972,Buy
2023-05-08,128064772,Buy
2023-05-08,128085764,Buy
2023-05-08,128126724,Buy
2023-05-08,128178180,Buy
2023-05-08,128186884,Buy
2023-05-08,128197124,Buy
2023-05-08,266497,Buy
2023-05-08,128602884,Buy
2023-05-08,129462788,Buy
2023-05-08,130366212,Buy
2023-05-08,130835460,Buy
2023-05-08,139143684,Buy
2023-05-08,131847684,Buy
2023-05-08,132890884,Buy
2023-05-08,139184388,Buy
2023-05-08,133122052,Buy
2023-05-08,133134596,Buy
2023-05-08,134157060,Buy
2023-05-08,138420228,Buy
2023-05-08,134700292,Buy
2023-05-08,138421764,Buy
2023-05-08,138424068,Buy
2023-05-08,138433284,Buy
2023-05-08,138435076,Buy
2023-05-08,138436868,Buy
2023-05-08,135713540,Buy
2023-05-08,138537732,Buy
2023-05-08,138918404,Buy
2023-05-08,136066052,Buy
2023-05-08,136071940,Buy
2023-05-08,139066116,Buy
2023-05-08,136247812,Buy
2023-05-08,136288004,Buy
2023-05-08,136294404,Buy
2023-05-08,136374788,Buy
2023-05-08,136389636,Buy
2023-05-08,136396804,Buy
2023-05-08,136420356,Buy
2023-05-08,136428548,Buy
2023-05-08,136429060,Buy
2023-05-08,136491012,Buy
2023-05-08,136514308,Buy
2023-05-08,136536068,Buy
2023-05-08,139081476,Buy
2023-05-08,137898500,Buy
2023-05-08,139109636,Buy
2023-05-08,1753089,Buy
2023-05-08,138063108,Buy
2023-05-08,138118148,Buy
2023-05-08,138241284,Buy
2023-05-15,151040772,Buy
2023-05-15,128021508,Buy
2023-05-15,128060932,Buy
2023-05-15,128133124,Buy
2023-05-15,128168964,Buy
2023-05-15,129541636,Buy
2023-05-15,129975556,Buy
2023-05-15,131333892,Buy
2023-05-15,132396548,Buy
2023-05-15,132890884,Buy
2023-05-15,133122052,Buy
2023-05-15,133134596,Buy
2023-05-15,138418948,Buy
2023-05-15,138420228,Buy
2023-05-15,138537732,Buy
2023-05-15,138983684,Buy
2023-05-15,136304644,Buy
2023-05-15,136433668,Buy
2023-05-15,136435972,Dont Buy
2023-05-15,136514308,Buy
2023-05-15,136516356,Buy
2023-05-15,137042436,Buy
2023-05-15,139081476,Buy
2023-05-15,138063108,Buy
2023-05-22,151040772,Buy
2023-05-22,128022276,Buy
2023-05-22,128024580,Buy
2023-05-22,128060932,Buy
2023-05-22,128075524,Buy
2023-05-22,128077316,Buy
2023-05-22,128120836,Buy
2023-05-22,139125252,Buy
2023-05-22,131225348,Buy
2023-05-22,139142660,Buy
2023-05-22,131481348,Buy
2023-05-22,3947265,Buy
2023-05-22,138418948,Buy
2023-05-22,134325508,Buy
2023-05-22,3247617,Buy
2023-05-22,134868228,Buy
2023-05-22,136088324,Buy
2023-05-22,136304644,Buy
2023-05-22,136310020,Buy
2023-05-22,136327428,Buy
2023-05-22,136358916,Buy
2023-05-22,136379652,Buy
2023-05-22,136404996,Buy
2023-05-22,136516356,Buy
2023-05-22,136857604,Buy
2023-05-22,136912900,Buy
2023-05-29,138294276,Buy
2023-05-29,128048900,Buy
2023-05-29,128094212,Buy
2023-05-29,128104964,Buy
2023-05-29,129608964,Buy
2023-05-29,139125252,Buy
2023-05-29,131225348,Buy
2023-05-29,139142660,Buy
2023-05-29,131481348,Buy
2023-05-29,133705476,Buy
2023-05-29,961793,Buy
2023-05-29,3947265,Buy
2023-05-29,5420545,Buy
2023-05-29,134325508,Buy
2023-05-29,134327044,Buy
2023-05-29,134332164,Buy
2023-05-29,134732548,Buy
2023-05-29,138611204,Buy
2023-05-29,138875908,Buy
2023-05-29,139068932,Buy
2023-05-29,136285700,Buy
2023-05-29,136310020,Buy
2023-05-29,136327428,Buy
2023-05-29,136372484,Buy
2023-05-29,136433156,Buy
2023-05-29,136468484,Buy
2023-05-29,136479236,Buy
2023-05-29,136489476,Buy
2023-05-29,136525316,Buy
2023-05-29,136727300,Buy
2023-05-29,136857604,Buy
2023-05-29,139074308,Buy
2023-05-29,138190596,Buy
2023-05-29,138256644,Buy
2023-06-05,128027652,Buy
2023-06-05,128052996,Buy
2023-06-05,128086788,Buy
2023-06-05,128103684,Buy
2023-06-05,128120324,Buy
2023-06-05,129608964,Buy
2023-06-05,130957060,Buy
2023-06-05,131330564,Buy
2023-06-05,139143684,Buy
2023-06-05,131439108,Buy
2023-06-05,133704964,Buy
2023-06-05,133705476,Buy
2023-06-05,961793,Buy
2023-06-05,5420545,Buy
2023-06-05,134327044,Buy
2023-06-05,134332164,Buy
2023-06-05,2916865,Buy
2023-06-05,138638596,Buy
2023-06-05,136286212,Buy
2023-06-05,138875908,Buy
2023-06-05,138946564,Buy
2023-06-05,136264964,Buy
2023-06-05,136280324,Buy
2023-06-05,136285700,Buy
2023-06-05,136286980,Buy
2023-06-05,136314372,Buy
2023-06-05,136328196,Buy
2023-06-05,136352516,Buy
2023-06-05,136357892,Buy
2023-06-05,136377604,Buy
2023-06-05,136383748,Buy
2023-06-05,136443652,Buy
2023-06-05,136468484,Buy
2023-06-05,136479236,Buy
2023-06-05,136489476,Buy
2023-06-05,136525316,Buy
2023-06-05,136642052,Buy
2023-06-05,139079172,Buy
2023-06-05,139093252,Buy
2023-06-05,139106308,Buy
2023-06-05,139107588,Buy
2023-06-05,138099204,Buy
2023-06-05,138169604,Buy
2023-06-05,138256644,Buy
2023-06-12,151041540,Buy
2023-06-12,128027652,Buy
2023-06-12,128052996,Buy
2023-06-12,128068612,Dont Buy
2023-06-12,128086788,Buy
2023-06-12,128099844,Buy
2023-06-12,128120324,Buy
2023-06-12,128166404,Buy
2023-06-12,128222724,Buy
2023-06-12,130000644,Buy
2023-06-12,130017284,Buy
2023-06-12,130957060,Buy
2023-06-12,139133444,Buy
2023-06-12,132481540,Buy
2023-06-12,133704964,Buy
2023-06-12,138394116,Buy
2023-06-12,134714116,Buy
2023-06-12,138638596,Buy
2023-06-12,136233732,Buy
2023-06-12,136264964,Buy
2023-06-12,136268804,Buy
2023-06-12,136328196,Buy
2023-06-12,136352516,Buy
2023-06-12,136383748,Buy
2023-06-12,136642052,Buy
2023-06-12,139093252,Buy
2023-06-12,139106820,Buy
2023-06-12,138035460,Buy
2023-06-19,151041540,Buy
2023-06-19,128043780,Buy
2023-06-19,128166404,Buy
2023-06-19,128294404,Buy
2023-06-19,130017284,Dont Buy
2023-06-19,139160580,Buy
2023-06-19,134881540,Buy
2023-06-19,138436612,Buy
2023-06-19,138987524,Buy
2023-06-19,136265220,Buy
2023-06-19,136460036,Buy
2023-06-19,136485380,Buy
2023-06-19,139110148,Buy
2023-06-26,128294404,Buy
2023-06-26,139160580,Buy
2023-06-26,134353924,Buy
2023-06-26,134862596,Buy
2023-06-26,134881540,Buy
2023-06-26,135820548,Buy
2023-06-26,136265220,Buy
2023-06-26,136330244,Buy
2023-06-26,136460036,Buy
2023-06-26,139110148,Buy
2023-06-26,139113476,Buy
2023-07-03,128048132,Buy
2023-07-03,129417476,Buy
2023-07-03,134862596,Buy
2023-07-03,138573060,Buy
2023-07-03,136230148,Buy
2023-07-03,136231684,Buy
2023-07-10,128048132,Buy
2023-07-10,139172868,Buy
2023-07-10,134750980,Buy
2023-07-10,4959233,Buy
2023-07-10,136230148,Buy
2023-07-10,136231684,Buy
2023-07-10,136433924,Buy
2023-07-10,136475140,Buy
2023-07-17,128039172,Buy
2023-07-17,128063748,Buy
2023-07-17,134201860,Buy
2023-07-17,134750980,Buy
2023-07-17,4959233,Buy
2023-07-17,134912260,Buy
2023-07-17,135888132,Buy
2023-07-17,136413188,Buy
2023-07-17,136433924,Buy
2023-07-17,136437764,Buy
2023-07-24,128009732,Buy
2023-07-24,128063748,Buy
2023-07-24,128117764,Buy
2023-07-24,134912260,Buy
2023-07-24,135888132,Buy
2023-07-24,136437764,Buy
2023-07-24,2713345,Buy
2023-07-31,128147204,Buy
2023-07-31,136525572,Buy
2023-07-31,136723460,Buy
2023-08-07,130926340,Buy
2023-08-07,133648388,Buy
2023-08-07,136403716,Buy
2023-08-07,136525572,Buy
2023-08-07,139089412,Buy
2023-08-14,128596484,Buy
2023-08-14,128627204,Buy
2023-08-14,129484804,Dont Buy
2023-08-14,134065668,Buy
